id,ses_s1,rel_ses_s1,health_s1,ses_s2,rel_ses_s2,health_s2,ses_s3,rel_ses_s3,health_s3,ses_s4,rel_ses_s4,health_s4,ses_s5,rel_ses_s5,health_s5,ses_s6,rel_ses_s6,health_s6,ses_s7,rel_ses_s7,health_s7,ses_s8,rel_ses_s8,health_s8
1,1.1920310838436,1.13998147016306,3.94327342930193,1.4858842191974,1.07229536972196,4.23083177443804,3.02201765740675,1.51502645117488,6.66645825144042,10.0836473614619,2.14499687183445,8.55640471626028,0.300553424475654,0.215734811820647,1.51831227271696,1.60753050359149,1.16304454881831,4.84828726897425,0.269913810056812,0.192651673978914,0.0108237466693631,0.2361752094287,0.173605216029435,0
2,1.23718644459853,1.18316513813686,4.3229483611253,1.46234872216122,1.05531086704675,3.27679104999572,1.24187392135716,0.622587970414078,4.12561669172629,4.8296681114857,1.02736863158545,3.91135717846582,2.06742234670187,1.48397900206144,7.23227931604057,1.37863863530677,0.997441818989773,6.25147749009476,0.808110643657694,0.576791043881984,0.214527742242333,2.47199537262181,1.81708864247808,1
3,0.967740801696156,0.92548474348267,2.43923443152217,1.28517273821215,0.927450980818783,2.43964653849923,1.06194573355464,0.532384670918236,2.67006338390061,0.841866906900583,0.17908221272237,5.05948818868434,3.20604037562668,2.30126979365442,6.22252889833189,1.46231220888533,1.05797945321399,5.78636368019078,0.471976725673671,0.336874598083665,0.0940793100221826,0.491184111528392,0.361054506941618,0
4,0.872799731548099,0.834689241424741,4.96372792816889,1.35150772646615,0.975321938620426,4.28273841327216,8.62507388638155,4.32400355079957,9.09687522219761,1.30510834940718,0.277623088802419,4.45936604991614,0.63416813277898,0.455200745180019,6.10904200187549,1.75843546287287,1.27222393290448,4.74787597162855,0.554325456548292,0.395651215885087,0.291505424126375,0.479942324128591,0.352791010807454,0
5,1.19933380094376,1.14696531671611,2.79176594750343,1.06827555284781,0.770926101849721,6.4607336936605,1.19564832360288,0.599413716899224,2.82124386572172,1.48003315678279,0.314833152896978,3.76993753091086,0.484269301455462,0.347604579126907,4.72518584770152,0.5556633436732,0.40202112581591,3.38607853265294,0.689991440516896,0.492483159786168,0.154327277901222,0.515778197710215,0.379132871961258,0
6,0.579617549524598,0.554308755195226,3.34132013451575,0.789430763419211,0.569696441616244,2.81416342711432,1.29051319581705,0.646972271145107,4.38981625883092,1.386869156544,0.295015275306024,6.22853880315292,1.62655320908152,1.16752670873626,5.8232988661054,1.55944172878913,1.12825243304304,5.77032276055933,0.987291009506468,0.704681489419598,0.455401542554474,1.36013837617499,0.999796368115722,0
7,1.20807666912884,1.15532643066872,3.83583546013008,0.545562990337585,0.393708110546223,3.92272941357052,1.36037446514182,0.681995782897355,4.96895318003501,1.76991851810373,0.37649766484733,2.4430863310561,1.00737797132147,0.723087742069322,5.53501092600348,1.36904016816777,0.990497350528317,5.96955618309707,2.95084506068253,2.10617322793985,0.426304034780417,0.689133344380638,0.506560969771917,1
8,0.920484394657776,0.88029177066477,3.19559449127721,0.669011461162669,0.482795282988564,4.17720593302581,2.35785757160867,1.18206344040871,3.87713201206873,4.63178189896023,0.985274209633676,5.22962343782068,0.906832370827074,0.650916925051031,5.34159013634446,1.20260466291357,0.870081652858348,5.87560426369793,1.18418617632948,0.845215919572788,0.397197381584302,3.20660716219513,2.35707943463253,1
9,0.918284592138535,0.878188021740818,3.50296222491912,1.12904465693542,0.814780413035887,4.67682082733883,1.22631781743703,0.614789237386008,4.09988284590711,1.93522777942918,0.411662306739065,4.27738809184075,1.61622287304968,1.16011167726968,6.8792599069563,3.19010487596973,2.30803339523948,4.71294219453924,1.55181834102782,1.10761431972401,0.431765692893876,0.726845437873538,0.534281983139892,0
10,0.758967288445725,0.725827251499382,3.87559421589002,1.47294634563959,1.06295869211892,3.12910295932297,1.0807436853633,0.541808637766424,2.82474070892015,0.782930950404178,0.166545336154621,4.18416829290224,0.364105615673687,0.261352059512357,4.79253454612283,0.336935164611188,0.243771801300651,4.11663538615717,1.51866147595539,1.08394852226536,0.443547681071686,0.849762914610547,0.624634883236138,1
